Radio Station,ID,Village,Ward,District,Region,Problem,POST STATUS,Posting Status COMMENTS,Treatment Assignment,Block,Status,Success?,2015 DIWANI PART,2015 DIWANI %,Follow up?,How far to go,transpot proposed,proposed cost,per diem needed?,Date aired 1,Date Aired 2,Neema's Updates,Follow Up?,,RESPONSE FROM CALLS TO THE VILLAGE,Notes,Talk to District Level,Text messages,Pictures,Website post,Date Reporting,Problem Notes,2015 President CCM %,2015 MP Party,PRESIDENT %,MP %,Political Party of Dawani,Political Party of Mwinyikiti,CCM Vote %,Longtitude,Latitude,Population,Male,Female,Households,new,longitude_capital,Longitude
Mpanda FM,92,Kigamboni,Shanwe,Mpanda,Katavi,Infrastructure,audio and content,posted,Treatment,3,Aired,,CHADEMA,53.75%,,15min from mpanda town,bodaboda/bajaj,4000,NO,5/11,5/14,Aired and paid,,,Citizens built a wooden bridge for some time; The government has raised funds and increased the budget through Tarula to repair all roads including Kigamboni; The government has provided 500 million shillings and they have started making arrangements to find a contractor so that it can be repaired at the pavement level.,"The bridge has been broken and the communication between two villages has been cut off, During rainy season it comes worse, and people have to pay to cross to the other village. People have to cross to these two villages becasue they have to go to school and do trade. People want their Diwani to act. They say the bridge was not build in requred standards. They need to take sand near the bridge becasue now the bridge is too short now every rain brings floods. Mwenyekiti said that the bridge is short and that is becasue of people are farming near the river, and the river takes all the sand near the bridge. Bodaboda have to ditch the costumers becasue of this broken infrastructure.  And there has been many accidents for bodabodas. TARURA said, When the rain stops, they will fix the bridge. and This road is under TANROADS not TARURA, But TARURA manager went to ask TANROADS to do so.  They will Build it. DED admits that some times like rainy seasons, many roads in Katavi are not good. Though the main responsibility of roads are under TARURA, but us as districs help, just like last year we provided 14 milions to help TARURA. We dont have budget to build roads, but if we have revenuew and we have reached our goals, With consoltation with Diwanis, The money that is not in budget, we will allocate some cahs to the roads reconstruction.  TARURA said, more that 50% of roads in Katavi are in bad shape.",Will talk to RC - problem is not kigamboni - its everywhere,,,,,,CCM,CCM,65.90%,58.90%,,,,,,,,,,1,"-6.351297388459998, 31.069636155873164","-6.333186660812081, 31.06164404130068"
Mpanda FM,93,Ivungwe B,Kasokola,Mpanda,Katavi,Water,audio,posted,Treatment,4,Aired,,CCM,78.92%,,1.5hr from mpanda town,bodaboda/bajaj,to confirm,NO,5/25,5/28,Aired and paid,,,No any response from government nor the villagers,"The nearby water source is like 3 km away, they have to walk for 2 hours. This leads to people not engagin enough in economic activities, girls are facing rape threats. and the water they fetch is not safe and clean. Villagers say, before there used to be water infrastructure but the project failed. it has been more than 10 years since they had water. They say the MP tried to drill some wells but he failed. Mwenyekiti says this is becasue of the geograohical location of their village, its in mountains so to drill water is very hard. and there are no water sources in the village. RUWASA manager when asked, he said, there are some water projects in Katumba ward, it has reached several villages, and next is the Ivungwe B village, they hav a budget for 2021-22 to bring water in katumba village. they will build 6 water spots. For now they want to find water source in Ivungwe B village, so that they start developing a project. ",,,,,,,CCM,CCM,65.90%,58.90%,,,,,,2200,1033,1167,332,,"-6.351297388459998, 31.069636155873165","-6.278613383449367, 31.06566472551815"
Mpanda FM,94,Kamusisi,Kamusisi,Mlele,Katavi,Health,audio,posted,Treatment,5,Aired,,CCM,55.11%,,"fo should settle at inyonga, 1hr to kamsisi",,to confirm,YES,6/8,6/11,Aired and paid,,,No any response from government nor the villagers,"The clinic has been built, but it has many challenes like, There is no Labolatory, No delivery room, No enough health workers, and people want health insurance. People want to see change in this case. Mwenyekiti said, its the citizens who are suffering, as they dis alot to build this clinic, Diwani said people have to go to Inyonga hospital which is 12 KM away. and they plan to build a heath center at this village. 16M has been deposited by the district to construct doctors house. We interviewed DMO and he admited to this issue, Saying its not safe not to have medical workes, as per week, 2 people give birth in this village. He said we are now building a heath center now, and thats a priority, whan we finish its, we will come back to fix this. ",,,,,,,CCM,CCM,65.90%,58.90%,,,,,,2725,1391,1334,470,,"-6.351297388459998, 31.069636155873166","-6.647147577382271, 32.11405216599794"
Mpanda FM,95,Mtapenda,Isinde/Mtapenda,Mpanda,Katavi,Water,audios available,posted,Treatment,6,Aired,,CCM,73.58%,,40min from mpanda town,bodaboda/bajaj,to confirm,NO,7/6,7/9,Aired and paid,,,The challenge has already been resolved; Ruwasa have installed a water tank and water has started to be used by the people of the village,"Villegers have to walk for 4 KM to fetch water from ponds that are found in the bushes, The water ponds are there as a result of this years rain season. The water is not clean and safe, leading to diseases being common, like Urinary infections and Typhoid. Also conflicts are increasings in HHs. People of Mtapenda want government to bring water. Mwenyekiti acknowleded the issue saying they are walking a huge distance to get water. But he promised that water will come soon. Diwani also asured the journalist that they have build a tank for storing water, what is left is to connect the water from the water source. which will be done soon Our journalst spoke to RUWASA manager of Tanganyika disttrict, and he said that they have built a water tank in this village, and they are going to get water in this vllage soon. But he urged the citizens to protect the infrastructure of water when they deliver the project. ",,,,,,,CCM,CCM,65.90%,58.90%,,,,,,1628,840,788,303,,"-6.351297388459998, 31.069636155873167","-6.315777401327716, 31.148452242887984"
Mpanda FM,96,Katobo,Mpanda Ndogo,Tanganyika,Katavi,Water,audio and content,"posted, need to add video",Treatment,7,Aired,,CCM,50.98%,,1.5hr from mpanda town,bodaboda/bajaj,"20,000",NO,7/8,7/13,Aired and paid,,,A meeting of the people to discuss how to solve the village challenges has been held; The ward councilor came to the area to see how they could solve the challenge; The Tanganyika district commissioner made a visit to the village to see for himself the magnitude of the problem and to hold a meeting with the people.,"We drink water from the river which is nearby, but the water is dirty and is not safe and clean for people to use. But we have to becasue we dont have any other source. Those are the words of people in Katobo village. They share water from the river with livestock animals. Leading to diseases like diarreah UTI being common, to get clean water thye have to walk huge distance. villegers said they are willing to contribute their manpower so that they solve this chalenge, We tried to find Mwenyekiti, but we were told that this village doent have Mwenyekiti, so we had to Interview Village council member and he said, This chalenge has not been solved becasue this village doesmt have mwenyekiti thats why, Also he said they have tried their best to follwup but they failed, Diwani said that RUWASA will bring wate rsoon becasue its on their budget of 2021-2022. But before they brought surveyors to survey water underneath but they did not find water underground, this time they said they will do it. We went to DED of Tanganyika and he said that they are doing their best to increase water accessibility to peole. He added that this village is in mountains and its hard to get water underground in these kind of areas.  but we are continuing to find water source so that we pring water. ",,,,,,,CCM,CCM,73.10%,61.20%,,,,,,2038,1001,1037,374,,"-6.351297388459998, 31.069636155873168","-6.216069545807023, 30.9664952856498"
Mziwasa / Planet FM,97,Mkono wa Mara,Mkambarani,Morogoro Rural,Morogoro,Water,,,Control,1,,,CCM,57.79%,,2hrs from town,public transport & bodaboda,"20,000",NO,,,,,,,,,,,,,,CCM,CCM,70.70%,73.90%,,,,,,1705,887,818,429,,"-6.790635068069331, 37.66101363428743","-6.749695841427512, 37.80650549668693"
Mziwasa / Planet FM,98,Dakawa,Bwakila chini,Morogoro Rural,Morogoro,Water,,,Control,2,,,CHADEMA,51.48%,"fo will have to settle here for 2 days, next days to bwakila juu and mbigiri",7hours from Moro town,public transport,"15,000",YES,,,,,,,,,,,,,,CCM,CCM,70.70%,73.90%,,,,,,2143,1021,1122,523,,"-6.790635068069331, 37.66101363428744","-6.434046215215744, 37.5386760317168"
Mziwasa / Planet FM,99,Mbwade,Madoto,Kilosa,Morogoro,Health,,,Control,3,,,CCM,60.18%,,,,to confirm,to confirm,,,,,,,There is no clean and safe water and they initially got a donor to dig a well but they need the help of a water storage tank due to their inability to install an attractive water pump.,,,,,,,CCM,CCM,68.40%,68.30%,,,,,,1318,645,673,273,,"-6.790635068069331, 37.66101363428745","-7.366524153712934, 37.81551749325084"
Mziwasa / Planet FM,100,Maseyu,Gwata,Morogoro,Morogoro,Water,,,Control,4,,,CCM,63.89%,,"From town, 16km",public transport & bodaboda,"20,000",NO,,,,,,,The village is 100% water free and they struggle to get water and the water they use is from streams flowing into the sangasanga river which is not clean and safe for human consumption and they have been following water for long distances like Mikese and Pond or buying water from traders.,,,,,,,CCM,CCM,56.10%,65.60%,,,,,,2987,1538,1449,630,,"-6.790635068069331, 37.66101363428746","-6.679874399432481, 37.97628671641317"
Mziwasa / Planet FM,101,Twatwatwa,Parakuyo,Kilosa,Morogoro,Health,,,Control,5,,,CCM,54.76%,,fo should settle at Kilosa,public transport and bodaboda,"15,000",YES,,,,,,,"Main issue is water, People walk 7 kilometers to find safe and clean water to a nearest military base, but in their village they dont have safe water.  This ward has 8 villeges and Kidugalo is the one with most water problems. Other source of water, is the pool which is not contructed by any man, that source of water is shared with livestock animals and wild animals like elephants. When the villegers go to find water, they meet with dangerous animals and the lack of water has brought many problems like, disesases (Urinary infections and typhod) and because the distance husbands thretens to divorce their wives thinking otherwise. Villegers want the government to bring water and also they can build a tank (RUWASA). Mwenyekiti admitted that water is a huge chalenge in his village, she said she has told the RUWASA people to come and build a tank becasue there is a well constucted by the Isamic foundation it has huge amount of water, the issue is storage and electricity. We asked Diwani of Kidugala and he said, there are two water projects on construction, when they are complete, water will be flowing everyday. Our journalist went to the water authorities (RUWASA) and the manager said that the authority has press and oder to the industry and the materials will arrive soon. Once materials arrive, they will start construction and it wont take long for people of Kidugala to start getting water, He promised that before June 30th the project will be complete. ",,,,,,,CCM,CCM,68.40%,68.30%,,,,,,3139,1384,1755,554,,"-6.790635068069331, 37.66101363428747","-6.754896821545654, 37.31002276245762"
Mziwasa / Planet FM,102,Chaombele,Magubike,Kilosa,Morogoro,Infrastructure,,,Control,6,,,CCM,57.59%,,"From Gairo mjini, 1hr",bodaboda,to confirm,YES,,,,,,,is a poor road that has potholes and Makorongo is difficult to pass and it takes them a long time to get to health services where they also do not have a clinic they have to walk 14 km to reach services.,,,,,,,CCM,CCM,68.40%,68.30%,,,,,,421,209,212,83,,"-6.790635068069331, 37.66101363428748","-6.214797583396887, 37.22546316289776"
